rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1789,SG Neuenkirchen/Varensell II,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1790,SG Ommersheim/Aßweiler,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1791,SG Ruhrtal H3,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1792,SG Sendenhorst II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1793,SG Suderwich,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1794,SG Unterrath 3m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1795,SUS 1927 E.V. Olfen,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1796,SUS Oberaden 1921 E.V. III,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1797,SV Adler Münster II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1798,SV BOUS 2,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1799,SV DJK Grün-Weiß Nottuln,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1800,SV Spexard II,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1801,SV Spexard III,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1802,Spfr. Loxten IV,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1803,Spvg. Hesselteich II,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1804,SuS Neuenkirchen 09 III,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1805,SuS Stadtlohn II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1806,TD Lank 3. Herren,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1807,TG Schildesche II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1808,TSG Dortmund-Schüren III,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1809,TSV Bayer Dormagen IV,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1810,TSV Bigge-Olsberg H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1811,TSV Eller 04 2m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1812,TSV NORF 1m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1813,TUS Brake III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1814,TUS Brockhagen IV,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1815,TUS Ehrenfeld 65 IV,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1816,TUS Königsdorf IV,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1817,TUS Leipzig-Mockau II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1818,TUS Leopoldshöhe,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1819,TUS Lintorf 4m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1820,TUS Recke,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1821,TUS Recke II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1822,TUS Wesseling III,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1823,TV 01 Wattenscheid 2,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1824,TV Angermund 3m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1825,TV Arnsberg H3,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1826,TV Bedburg 1927,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1827,TV Boisheim II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1828,TV Brechten 4,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1829,TV Dülmen 1884 E.V.,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1830,TV Eintracht Husen-Kurl 2,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1831,TV Emsdetten 1898 III,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1832,TV Erkelenz 1860,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1833,TV Friesen Telgte II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1834,TV Halingen H3,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1835,TV JAHN Rheine,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1836,TV Lenzinghausen,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1837,TV Neheim H3,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1838,TV Niederwürzbach 2,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1839,TV Witzhelden III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1840,TVC Enger II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1841,Tschft. Grefrath III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1842,Tschft. St. Tönis IV,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1843,TuS St. Hubert,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1844,Union 92 Halle IV,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1845,Union 92 Halle V,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1846,VFL Ahaus,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1847,VFL Bochum 1848 Handball E.V. III,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1848,VFL Waldheim 54,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1849,VFL Waldheim 54 E.V. II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1850,VFS Warstein H3,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1851,VT Kempen II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1852,VfB Eilenburg II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1853,VfL Aplerbeckermark 2. Herren,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1854,Wald-Merscheider TV III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1855,Warendorfer SU II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1856,Werler TV von 1894 e.V. II,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1857,Wermelskirchener TV III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1858,Bochumer HC,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1859,DJK Blau-Weiss Bielefeld,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1860,DJK Komet Dortmund,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1861,DJK Oespel-Kley Herren 4,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1862,DJK SV Mauritz 1906 e.V.,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1863,DJK Westfalia Hörde 2,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1864,ETG Recklinghausen 1912/32 E.V.,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1865,Eagles Niederrhein IV,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,15678,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1866,FC Schalke 04 Herren3,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1867,HSG DJK Rauxel-Schwerin E.V. III,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1868,HSG Löhne-Obernbeck II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1869,HSG Preussen/Bor. Münster III,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1870,HSG QUELLE/UMMELN II (zurückgez.),Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1871,Handball Ruhrbogen Hattingen II,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1872,Handball SV Westerholt E.V. IV,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1873,Hülser SV,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,15678,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1874,Olympia Fischeln III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,15678,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1875,Osterather TV III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,15678,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1876,SC Arminia Ochtrup III,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1877,SC Huckarde-Rahm 4,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1878,SG Bünde-Dünne IV,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1879,SG Gescher/Legden II,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1880,SG Handball Steinfurt III,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1881,SV Westfalia 07 Hopsten,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1882,TSG Schüren 4,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1883,TSV Oerlinghausen III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1884,TSVE 1890 Bielefeld II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1885,TV 01 Wattenscheid 3,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1886,TV Brechten 5,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1887,TV Datteln 09 e.V.,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1888,TV Eintracht Husen-Kurl 3,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1889,TV FAW Melbergen,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1890,TV Friesen Telgte III,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1891,TV Gladbeck 1912 e.V. III,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1892,TV Vreden III,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1893,TuS St. Hubert II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,3. BK Männer,15678,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1894,VFL Bochum 1848 Handball E.V. IV,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1895,VFL Eintracht Mettingen II,Handballkreis Münsterland,Handballkreis Münsterland,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Kreisklasse 3 Münsterland Männer,13233,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1896,VFL Handball Mennighüffen IV,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1897,VfL Aplerbeckermark 3. Herren,Handballkreis Dortmund,Handballkreis Dortmund,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,hkdo-Hobbyliga-Männer,12786,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1898,VfL Herford 3. Männer,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,Männer 3.Kreisklasse,13298,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1899,Waltroper HV 1970 E.V. II,Handballkreis Industrie,Handballkreis Industrie,12,3. Bezirksklasse / 3. Kreisklasse / 3. Regionsklasse,HKI-M-3. Kreisklasse,13040,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
